,Grant.Application.ID,Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,Start.date,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1,Person.ID.2,Role.2,Year.of.Birth.2,Country.of.Birth.2,Home.Language.2,Dept.No..2,Faculty.No..2,With.PHD.2,No..of.Years.in.Uni.at.Time.of.Grant.2,Number.of.Successful.Grant.2,Number.of.Unsuccessful.Grant.2,A..2,A.2,B.2,C.2,Person.ID.3,Role.3,Year.of.Birth.3,Country.of.Birth.3,Home.Language.3,Dept.No..3,Faculty.No..3,With.PHD.3,No..of.Years.in.Uni.at.Time.of.Grant.3,Number.of.Successful.Grant.3,Number.of.Unsuccessful.Grant.3,A..3,A.3,B.3,C.3,Person.ID.4,Role.4,Year.of.Birth.4,Country.of.Birth.4,Home.Language.4,Dept.No..4,Faculty.No..4,With.PHD.4,No..of.Years.in.Uni.at.Time.of.Grant.4,Number.of.Successful.Grant.4,Number.of.Unsuccessful.Grant.4,A..4,A.4,B.4,C.4,Person.ID.5,Role.5,Year.of.Birth.5,Country.of.Birth.5,Home.Language.5,Dept.No..5,Faculty.No..5,With.PHD.5,No..of.Years.in.Uni.at.Time.of.Grant.5,Number.of.Successful.Grant.5,Number.of.Unsuccessful.Grant.5,A..5,A.5,B.5,C.5,Person.ID.6,Role.6,Year.of.Birth.6,Country.of.Birth.6,Home.Language.6,Dept.No..6,Faculty.No..6,With.PHD.6,No..of.Years.in.Uni.at.Time.of.Grant.6,Number.of.Successful.Grant.6,Number.of.Unsuccessful.Grant.6,A..6,A.6,B.6,C.6,Person.ID.7,Role.7,Year.of.Birth.7,Country.of.Birth.7,Home.Language.7,Dept.No..7,Faculty.No..7,With.PHD.7,No..of.Years.in.Uni.at.Time.of.Grant.7,Number.of.Successful.Grant.7,Number.of.Unsuccessful.Grant.7,A..7,A.7,B.7,C.7,Person.ID.8,Role.8,Year.of.Birth.8,Country.of.Birth.8,Home.Language.8,Dept.No..8,Faculty.No..8,With.PHD.8,No..of.Years.in.Uni.at.Time.of.Grant.8,Number.of.Successful.Grant.8,Number.of.Unsuccessful.Grant.8,A..8,A.8,B.8,C.8,Person.ID.9,Role.9,Year.of.Birth.9,Country.of.Birth.9,Home.Language.9,Dept.No..9,Faculty.No..9,With.PHD.9,No..of.Years.in.Uni.at.Time.of.Grant.9,Number.of.Successful.Grant.9,Number.of.Unsuccessful.Grant.9,A..9,A.9,B.9,C.9,Person.ID.10,Role.10,Year.of.Birth.10,Country.of.Birth.10,Home.Language.10,Dept.No..10,Faculty.No..10,With.PHD.10,No..of.Years.in.Uni.at.Time.of.Grant.10,Number.of.Successful.Grant.10,Number.of.Unsuccessful.Grant.10,A..10,A.10,B.10,C.10,Person.ID.11,Role.11,Year.of.Birth.11,Country.of.Birth.11,Home.Language.11,Dept.No..11,Faculty.No..11,With.PHD.11,No..of.Years.in.Uni.at.Time.of.Grant.11,Number.of.Successful.Grant.11,Number.of.Unsuccessful.Grant.11,A..11,A.11,B.11,C.11,Person.ID.12,Role.12,Year.of.Birth.12,Country.of.Birth.12,Home.Language.12,Dept.No..12,Faculty.No..12,With.PHD.12,No..of.Years.in.Uni.at.Time.of.Grant.12,Number.of.Successful.Grant.12,Number.of.Unsuccessful.Grant.12,A..12,A.12,B.12,C.12,Person.ID.13,Role.13,Year.of.Birth.13,Country.of.Birth.13,Home.Language.13,Dept.No..13,Faculty.No..13,With.PHD.13,No..of.Years.in.Uni.at.Time.of.Grant.13,Number.of.Successful.Grant.13,Number.of.Unsuccessful.Grant.13,A..13,A.13,B.13,C.13,Person.ID.14,Role.14,Year.of.Birth.14,Country.of.Birth.14,Home.Language.14,Dept.No..14,Faculty.No..14,With.PHD.14,No..of.Years.in.Uni.at.Time.of.Grant.14,Number.of.Successful.Grant.14,Number.of.Unsuccessful.Grant.14,A..14,A.14,B.14,C.14,Person.ID.15,Role.15,Year.of.Birth.15,Country.of.Birth.15,Home.Language.15,Dept.No..15,Faculty.No..15,With.PHD.15,No..of.Years.in.Uni.at.Time.of.Grant.15,Number.of.Successful.Grant.15,Number.of.Unsuccessful.Grant.15,A..15,A.15,B.15,C.15,Year
7634,7635,0,2B,10A,,4/08/08,380201,50.0,380203,40.0,380208,10.0,0,0.0,0,0.0,751005,70.0,749999,20.0,710599,10.0,0,0.0,0,0.0,77692,CHIEF_INVESTIGATOR,1955.0,Asia Pacific,,548,7,,Less than 0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7635,7636,0,2B,10A,,4/08/08,321204,40.0,370102,30.0,321216,30.0,0,0.0,0,0.0,730211,50.0,759999,50.0,0,0.0,0,0.0,0,0.0,813567,CHIEF_INVESTIGATOR,1970.0,,,2533,25,Yes ,>=0 to 5,1.0,1.0,1.0,3.0,2.0,3.0,9217,CHIEF_INVESTIGATOR,1945.0,Australia,,2533,25,Yes ,more than 15,0.0,0.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7636,7637,0,2B,10A,,4/08/08,270201,60.0,270306,30.0,270102,10.0,0,0.0,0,0.0,780105,80.0,730101,10.0,620504,10.0,0,0.0,0,0.0,80382,CHIEF_INVESTIGATOR,1950.0,Australia,,3258,31,Yes ,more than 15,0.0,1.0,6.0,10.0,3.0,0.0,30827,CHIEF_INVESTIGATOR,1950.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7637,7638,0,2B,10A,,4/08/08,240401,50.0,240304,30.0,249903,20.0,0,0.0,0,0.0,780102,80.0,671401,20.0,0,0.0,0,0.0,0,0.0,3762,CHIEF_INVESTIGATOR,1960.0,Australia,,3198,31,Yes ,>10 to 15,2.0,5.0,6.0,6.0,6.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7639,7640,0,2B,10A,,4/08/08,299902,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730210,40.0,770501,30.0,660501,30.0,0,0.0,0,0.0,66987,CHIEF_INVESTIGATOR,1970.0,Australia,,2178,19,Yes ,>5 to 10,1.0,3.0,1.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7640,7641,0,2B,10A,,4/08/08,270199,50.0,320702,50.0,0,0.0,0,0.0,0,0.0,780105,100.0,0,0.0,0,0.0,0,0.0,0,0.0,537,CHIEF_INVESTIGATOR,1965.0,Australia,,2653,25,Yes ,>10 to 15,4.0,4.0,19.0,19.0,19.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7641,7642,0,2B,10A,,4/08/08,280210,40.0,290899,40.0,280212,20.0,0,0.0,0,0.0,680299,40.0,680399,40.0,680599,20.0,0,0.0,0,0.0,500332,CHIEF_INVESTIGATOR,1970.0,Asia Pacific,,3508,4,Yes ,>=0 to 5,2.0,8.0,0.0,1.0,3.0,1.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7642,7643,0,2B,10A,,4/08/08,430107,80.0,350599,10.0,310105,10.0,0,0.0,0,0.0,750902,80.0,750901,20.0,0,0.0,0,0.0,0,0.0,8167,CHIEF_INVESTIGATOR,1970.0,Australia,,653,7,,>=0 to 5,0.0,1.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7643,7644,0,2B,10A,,4/08/08,320702,40.0,320601,30.0,321022,30.0,0,0.0,0,0.0,780105,50.0,730104,30.0,730305,20.0,0,0.0,0,0.0,93362,CHIEF_INVESTIGATOR,1965.0,Australia,,2713,25,,>=0 to 5,0.0,1.0,2.0,11.0,0.0,4.0,297092,CHIEF_INVESTIGATOR,1970.0,Great Britain,,2713,25,,,0.0,3.0,0.0,0.0,0.0,0.0,7512,CHIEF_INVESTIGATOR,1960.0,Australia,,2538,25,Yes ,Less than 0,0.0,4.0,1.0,5.0,2.0,1.0,4572,CHIEF_INVESTIGATOR,1955.0,Australia,,2713,25,,>10 to 15,0.0,0.0,8.0,38.0,8.0,8.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7646,7647,0,2B,10A,,4/08/08,300402,60.0,270708,30.0,270599,10.0,0,0.0,0,0.0,770903,100.0,0,0.0,0,0.0,0,0.0,0,0.0,147222,CHIEF_INVESTIGATOR,1965.0,Australia,,3268,31,Yes ,>=0 to 5,0.0,2.0,1.0,31.0,11.0,22.0,5222,CHIEF_INVESTIGATOR,1940.0,Australia,,3268,31,,Less than 0,0.0,7.0,3.0,7.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7647,7648,0,2B,10A,,4/08/08,380201,60.0,360201,20.0,330104,20.0,0,0.0,0,0.0,751099,60.0,749999,20.0,729999,20.0,0,0.0,0,0.0,24087,CHIEF_INVESTIGATOR,1955.0,Australia,,2298,46,Yes ,>=0 to 5,1.0,2.0,0.0,2.0,16.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7648,7649,0,2B,10A,,4/08/08,280212,60.0,280207,40.0,0,0.0,0,0.0,0,0.0,770101,40.0,730108,30.0,730299,30.0,0,0.0,0,0.0,131527,CHIEF_INVESTIGATOR,1975.0,,,,,,,0.0,0.0,1.0,0.0,1.0,1.0,14267,CHIEF_INVESTIGATOR,1960.0,Asia Pacific,,2178,19,Yes ,>10 to 15,3.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7649,7650,0,2B,10A,,4/08/08,360103,60.0,360201,20.0,360101,20.0,0,0.0,0,0.0,750603,70.0,750601,30.0,0,0.0,0,0.0,0,0.0,77892,CHIEF_INVESTIGATOR,1965.0,,,,,,,0.0,0.0,1.0,6.0,3.0,1.0,3292,CHIEF_INVESTIGATOR,1945.0,Australia,,828,7,Yes ,>10 to 15,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7650,7651,0,2B,10A,,4/08/08,380103,60.0,380101,20.0,320702,20.0,0,0.0,0,0.0,730111,40.0,750305,30.0,730104,30.0,0,0.0,0,0.0,26107,CHIEF_INVESTIGATOR,1970.0,Australia,,2558,25,Yes ,>5 to 10,2.0,5.0,3.0,7.0,8.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7651,7652,0,2B,10A,,4/08/08,390303,40.0,400101,40.0,400104,20.0,0,0.0,0,0.0,751004,40.0,750702,30.0,751005,30.0,0,0.0,0,0.0,54417,CHIEF_INVESTIGATOR,1975.0,Australia,,528,7,,>=0 to 5,0.0,1.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7652,7653,0,2B,10A,,4/08/08,380203,40.0,380205,30.0,390305,30.0,0,0.0,0,0.0,751005,60.0,750599,20.0,750702,20.0,0,0.0,0,0.0,774572,CHIEF_INVESTIGATOR,1970.0,,,548,7,Yes ,>=0 to 5,1.0,1.0,1.0,3.0,0.0,1.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7653,7654,0,2B,10A,,4/08/08,230119,40.0,280110,30.0,280210,30.0,0,0.0,0,0.0,660304,50.0,660301,30.0,700101,20.0,0,0.0,0,0.0,75492,CHIEF_INVESTIGATOR,1950.0,Middle East and Africa,,2153,19,Yes ,more than 15,0.0,2.0,1.0,1.0,3.0,4.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7656,7657,0,2B,10A,,4/08/08,420114,40.0,380207,30.0,380206,30.0,0,0.0,0,0.0,751001,60.0,750902,40.0,0,0.0,0,0.0,0,0.0,907,CHIEF_INVESTIGATOR,1955.0,Western Europe,,548,7,,Less than 0,1.0,1.0,5.0,0.0,1.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7657,7658,0,2B,10A,,4/08/08,291503,80.0,250502,10.0,291804,10.0,0,0.0,0,0.0,730109,80.0,730118,20.0,0,0.0,0,0.0,0,0.0,66732,CHIEF_INVESTIGATOR,1970.0,Australia,English,2053,19,Yes ,>10 to 15,2.0,4.0,6.0,6.0,7.0,5.0,53352,CHIEF_INVESTIGATOR,1965.0,Australia,,2828,25,,>5 to 10,0.0,1.0,0.0,0.0,0.0,0.0,1382,CHIEF_INVESTIGATOR,1975.0,Australia,,2053,19,Yes ,>=0 to 5,6.0,1.0,1.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7658,7659,0,2B,10A,,4/08/08,390111,40.0,390106,40.0,399901,20.0,0,0.0,0,0.0,750599,40.0,750504,40.0,750703,20.0,0,0.0,0,0.0,129727,CHIEF_INVESTIGATOR,1965.0,Australia,,3658,22,,>=0 to 5,0.0,1.0,0.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7659,7660,0,2B,10A,,4/08/08,260601,50.0,260699,50.0,0,0.0,0,0.0,0,0.0,770202,60.0,690301,40.0,0,0.0,0,0.0,0,0.0,613297,CHIEF_INVESTIGATOR,1975.0,Australia,,3123,31,Yes ,>=0 to 5,3.0,1.0,1.0,12.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7660,7661,0,2B,10A,,4/08/08,280302,40.0,280304,30.0,230118,30.0,0,0.0,0,0.0,700102,50.0,700103,50.0,0,0.0,0,0.0,0,0.0,66107,CHIEF_INVESTIGATOR,1960.0,New Zealand,,2163,19,Yes ,more than 15,2.0,0.0,4.0,7.0,14.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7661,7662,0,2B,10A,,4/08/08,280504,50.0,280505,50.0,0,0.0,0,0.0,0,0.0,700103,80.0,750602,20.0,0,0.0,0,0.0,0,0.0,172812,CHIEF_INVESTIGATOR,1975.0,Australia,,2163,19,,>=0 to 5,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7662,7663,0,2B,10A,,4/08/08,270105,60.0,270499,40.0,0,0.0,0,0.0,0,0.0,780105,100.0,0,0.0,0,0.0,0,0.0,0,0.0,74292,CHIEF_INVESTIGATOR,1960.0,Australia,,3028,31,Yes ,more than 15,0.0,3.0,13.0,7.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7663,7664,0,2B,10A,,4/08/08,270106,40.0,270201,30.0,270602,30.0,0,0.0,0,0.0,730116,40.0,780105,30.0,730115,30.0,0,0.0,0,0.0,72532,CHIEF_INVESTIGATOR,1955.0,Great Britain,English,3268,31,Yes ,more than 15,0.0,2.0,5.0,28.0,7.0,3.0,22002,CHIEF_INVESTIGATOR,1975.0,Australia,,3268,31,Yes ,>5 to 10,1.0,0.0,2.0,8.0,0.0,0.0,64867,PRINCIPAL_SUPERVISOR,1945.0,Australia,,3268,31,Yes ,more than 15,5.0,5.0,7.0,39.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7664,7665,0,2B,10A,,4/08/08,380107,50.0,380105,50.0,0,0.0,0,0.0,0,0.0,730211,40.0,730217,30.0,780108,30.0,0,0.0,0,0.0,81702,CHIEF_INVESTIGATOR,1955.0,New Zealand,,2558,25,Yes ,more than 15,1.0,2.0,2.0,1.0,4.0,2.0,63547,CHIEF_INVESTIGATOR,1945.0,Australia,,2558,25,Yes ,more than 15,0.0,1.0,0.0,0.0,0.0,0.0,74202,CHIEF_INVESTIGATOR,1950.0,,,,,,,0.0,0.0,0.0,3.0,2.0,2.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7665,7666,0,2B,10A,,4/08/08,290801,80.0,249901,10.0,291504,10.0,0,0.0,0,0.0,680203,70.0,680503,30.0,0,0.0,0,0.0,0,0.0,1162,CHIEF_INVESTIGATOR,1970.0,Middle East and Africa,,2103,19,Yes ,>5 to 10,0.0,0.0,1.0,2.0,6.0,2.0,75412,CHIEF_INVESTIGATOR,1950.0,Western Europe,,2103,19,Yes ,more than 15,1.0,5.0,0.0,3.0,0.0,0.0,491312,CHIEF_INVESTIGATOR,1960.0,Australia,,2563,25,Yes ,>=0 to 5,1.0,9.0,0.0,1.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
